date,temp,humidity,rain
2023-01-01 00:00:00.000000000,18.758634261262582,60.60625348047777,0
2023-01-01 04:42:35.071014202,27.68642077516239,81.65741290310777,0
2023-01-01 09:25:10.142028405,22.08563907239044,64.462558433041,0
2023-01-01 14:07:45.213042608,25.252921438548242,73.17265769419654,1
2023-01-01 18:50:20.284056811,27.875113260602816,71.63861211608923,1
2023-01-01 23:32:55.355071014,25.642733768936605,79.40152818335326,1
2023-01-02 04:15:30.426085217,25.12666448566591,66.5949852988285,1
2023-01-02 08:58:05.497099419,21.539381185245844,79.27507247583594,0
2023-01-02 13:40:40.568113622,21.31532530638698,77.33835169020627,0
2023-01-02 18:23:15.639127825,25.325583502476114,66.22628706390933,0
2023-01-02 23:05:50.710142028,25.392042959822856,79.13866979079384,0
2023-01-03 03:48:25.781156231,15.022888251566817,64.47633833769015,0
2023-01-03 08:31:00.852170434,24.176386197967187,73.61771645238278,0
2023-01-03 13:13:35.923184636,23.982699158310176,77.72128099895008,0
2023-01-03 17:56:10.994198839,27.20640683269547,76.79157487912859,0
2023-01-03 22:38:46.065213042,23.466167283934453,69.09686007113872,0
2023-01-04 03:21:21.136227245,26.70555316777829,60.511682587751814,0
2023-01-04 08:03:56.207241448,27.83735691433589,68.88240825148847,0
2023-01-04 12:46:31.278255651,22.716138171773196,75.88260975739271,0
2023-01-04 17:29:06.349269853,26.57267833440457,77.32605196853045,0
2023-01-04 22:11:41.420284056,27.326208230195007,68.71517934016465,0
2023-01-05 02:54:16.491298259,26.361525373150428,73.20260558489359,0
2023-01-05 07:36:51.562312462,30.331667544797448,71.49171339575277,0
2023-01-05 12:19:26.633326665,28.828628809052226,61.87200721098392,0
2023-01-05 17:02:01.704340868,29.811836540701584,82.16903982194852,1
2023-01-05 21:44:36.775355071,26.70344713411429,82.18325889656705,0
2023-01-06 02:27:11.846369273,26.94125973617466,65.02996699645523,0
2023-01-06 07:09:46.917383476,22.690541635710247,72.47303084896903,0
2023-01-06 11:52:21.988397679,26.355194896277506,83.23225600903669,1
2023-01-06 16:34:57.059411882,24.649067191904837,67.57554039764513,0
2023-01-06 21:17:32.130426085,23.054057183656056,65.34069535827253,0
2023-01-07 02:00:07.201440288,25.090975788868317,65.7461947939694,0
2023-01-07 06:42:42.272454490,23.90574822932052,80.9185523730108,0
2023-01-07 11:25:17.343468693,25.030318546504947,61.73596266962517,0
2023-01-07 16:07:52.414482896,26.417950299893597,61.627269020649685,0
2023-01-07 20:50:27.485497099,27.140510554041935,75.6121266257853,1
2023-01-08 01:33:02.556511302,22.6731701967023,70.34638047787836,0
2023-01-08 06:15:37.627525505,18.21731668836675,68.07050143351017,0
2023-01-08 10:58:12.698539707,22.822683950882492,81.4163831750112,0
2023-01-08 15:40:47.769553910,28.36584212007957,76.17737451841772,0
2023-01-08 20:23:22.840568113,21.712064126500376,67.30986599864642,0
2023-01-09 01:05:57.911582316,25.351634526018604,78.48115526576547,0
2023-01-09 05:48:32.982596519,26.042518368992084,65.65517214070935,1
2023-01-09 10:31:08.053610722,24.955558513582726,74.55915851920315,0
2023-01-09 15:13:43.124624925,21.916355110988494,62.5110463730978,0
2023-01-09 19:56:18.195639127,29.34750177172576,82.00634375440231,0
2023-01-10 00:38:53.266653330,28.403644417935787,82.49827074297227,1
2023-01-10 05:21:28.337667533,21.281370120119515,81.80570339270355,0
2023-01-10 10:04:03.408681736,27.12325149958813,80.58876119532619,0
2023-01-10 14:46:38.479695939,26.19483365884297,67.97233462674708,1
2023-01-10 19:29:13.550710142,24.5875612908958,61.77105119803706,0
